GOid	Genes
GO:0002693	['AGER']
GO:0032946	['AGER', 'AIF1', 'ANXA1', 'ATAD5', 'BST1', 'FLT3LG', 'HHLA2', 'IL12RB1', 'ZNF335']
GO:0001818	['AGER', 'ANXA1', 'ATG9A', 'EZR', 'GIT1', 'HDAC7', 'HFE', 'LILRA4', 'LTF', 'PML', 'PTPN22', 'SIGLEC1', 'TLR6', 'TSPO', 'XAF1']
GO:0002685	['AGER', 'AIF1', 'BST1', 'CCR6', 'DOCK8', 'IL34', 'ITGB3', 'MMP14', 'PADI2', 'RIN3', 'SELE', 'SELP', 'SLIT2', 'ST3GAL4', 'TNFSF14', 'WNK1']
GO:0051247	['AGER', 'C3', 'DERL1', 'EIF2AK4', 'EIF2B5', 'ELOB', 'ETAA1', 'EZR', 'FASTKD3', 'FGFR4', 'FLT3', 'IL34', 'KLHL40', 'KLKB1', 'LTF', 'MMP14', 'MST1R', 'MUSK', 'NIBAN1', 'ODAM', 'PARP14', 'PASK', 'PPP1R15A', 'PRKDC', 'PTPN22', 'SH3RF2', 'SLC25A37', 'SPHK1', 'TAOK3', 'TF', 'TLR6', 'VCP']
GO:0002694	['AGER', 'AIF1', 'ANXA1', 'ATAD5', 'BST1', 'CD27', 'CLNK', 'DLG5', 'DOCK8', 'FAM76B', 'FBXO38', 'FBXO7', 'FLT3LG', 'HFE', 'HHLA2', 'HLA-DMA', 'HLX', 'IL12RB1', 'IL27', 'IL4R', 'MLH1', 'MMP14', 'PRKDC', 'PTPN22', 'RAG1', 'SAMSN1', 'SIRPG', 'SLC4A2', 'SNCA', 'SPHK1', 'SPINK5', 'TLR6', 'TNFSF14', 'ZNF335']
GO:0002706	['AGER', 'ATAD5', 'C3', 'CLNK', 'FBXO38', 'FCER2', 'HFE', 'IL12RB1', 'MLH1', 'NCR1', 'NCR3']
GO:0019219	['AGER', 'ARHGEF11', 'ATAD5', 'ATR', 'BRD8', 'CALCOCO1', 'CAMTA2', 'CASP7', 'CC2D1A', 'CCAR2', 'CENPF', 'CHD3', 'CHD4', 'CNOT2', 'CTCFL', 'DCAF12', 'DIDO1', 'DMRT3', 'EGLN1', 'EHMT2', 'EIF2AK2', 'EIF2AK4', 'ELF1', 'ERCC2', 'EZR', 'FAM76B', 'FASTKD3', 'FGFR4', 'FOXM1', 'GIT1', 'GLI1', 'GLIS3', 'GON4L', 'H1-2', 'H1-6', 'HDAC7', 'HEATR1', 'HHEX', 'HIC1', 'HLX', 'HR', 'ID3', 'IFNK', 'ITGA8', 'KANSL1', 'LACC1', 'LTF', 'MAF1', 'MAVS', 'MAX', 'MCPH1', 'MEF2A', 'MITF', 'MLH1', 'MSANTD1', 'MTF1', 'MYBL2', 'MYC', 'NCOA3', 'NOD1', 'OVOL2', 'PARP1', 'PARP10', 'PARP14', 'PDE3A', 'PGBD1', 'PHIP', 'PML', 'PRKDC', 'REST', 'RTEL1', 'SEC14L2', 'SETDB2', 'SLF1', 'SMARCAD1', 'SMG6', 'SNCA', 'SP110', 'SPHK1', 'STAT1', 'STK36', 'STN1', 'TBL1XR1', 'TEAD4', 'TET1', 'TET2', 'THRA', 'TICRR', 'TMPRSS6', 'TRAF3IP2', 'TRIM25', 'TSPO', 'UBQLN4', 'VCP', 'WNK1', 'WWC2', 'ZBTB22', 'ZC3HAV1', 'ZFPL1', 'ZGLP1', 'ZHX3', 'ZKSCAN7', 'ZNF101', 'ZNF134', 'ZNF169', 'ZNF264', 'ZNF276', 'ZNF320', 'ZNF335', 'ZNF470', 'ZNF587B', 'ZNF592', 'ZNF732', 'ZNF749', 'ZSCAN32']
GO:0045740	['AGER']
GO:0022409	['AGER', 'AIF1', 'ANXA1', 'CD27', 'DOCK8', 'FBXO38', 'GP6', 'HHLA2', 'HLA-DMA', 'HLX', 'IL12RB1', 'IL4R', 'RAG1', 'SELE', 'SELP', 'SIRPG', 'ST3GAL4', 'TNFSF14']
GO:0046006	['AGER', 'HHLA2', 'IL12RB1']
GO:0051252	['AGER', 'ARHGEF11', 'BRD8', 'CALCOCO1', 'CAMTA2', 'CASP7', 'CC2D1A', 'CCAR2', 'CENPF', 'CHD3', 'CHD4', 'CNOT2', 'CTCFL', 'DCAF12', 'DIDO1', 'DMRT3', 'EGLN1', 'EHMT2', 'EIF2AK2', 'EIF2AK4', 'ELF1', 'ERCC2', 'EZR', 'FAM76B', 'FASTKD3', 'FOXM1', 'GLI1', 'GLIS3', 'GON4L', 'H1-2', 'HDAC7', 'HEATR1', 'HHEX', 'HIC1', 'HLX', 'HR', 'ID3', 'IFNK', 'ITGA8', 'KANSL1', 'LTF', 'MAF1', 'MAVS', 'MAX', 'MCPH1', 'MEF2A', 'MITF', 'MSANTD1', 'MTF1', 'MYBL2', 'MYC', 'NCOA3', 'NOD1', 'OVOL2', 'PARP1', 'PARP10', 'PARP14', 'PDE3A', 'PGBD1', 'PHIP', 'PML', 'PRKDC', 'REST', 'SEC14L2', 'SETDB2', 'SMARCAD1', 'SNCA', 'SP110', 'SPHK1', 'STAT1', 'STK36', 'TBL1XR1', 'TEAD4', 'TET1', 'TET2', 'THRA', 'TMPRSS6', 'TRAF3IP2', 'TRIM25', 'WNK1', 'WWC2', 'ZBTB22', 'ZC3HAV1', 'ZFPL1', 'ZGLP1', 'ZHX3', 'ZKSCAN7', 'ZNF101', 'ZNF134', 'ZNF169', 'ZNF264', 'ZNF276', 'ZNF320', 'ZNF335', 'ZNF470', 'ZNF587B', 'ZNF592', 'ZNF732', 'ZNF749', 'ZSCAN32']
GO:1902105	['AGER', 'ANXA1', 'CD27', 'FBXO7', 'HLX', 'IL12RB1', 'IL27', 'IL34', 'IL4R', 'LTF', 'MITF', 'MMP14', 'MYC', 'PRKDC', 'RAG1', 'SLC4A2', 'SPINK5']
GO:0050806	['AGER', 'EIF2AK4', 'SLC24A1', 'SLC8A2', 'SNCA', 'STX1B']
GO:0080135	['AGER', 'ATAD5', 'ATR', 'BRD8', 'CCAR2', 'COPS3', 'DDIAS', 'EGLN1', 'EIF2AK2', 'ETAA1', 'FOXM1', 'HIC1', 'MMP14', 'MYC', 'NOD1', 'PARP1', 'PBK', 'PLA2R1', 'PML', 'PPP1R15A', 'PRKDC', 'RFWD3', 'RTEL1', 'SLF1', 'TAOK3', 'TELO2', 'UBQLN4']
GO:0002684	['AGER', 'AIF1', 'ANXA1', 'ATAD5', 'BLVRA', 'BST1', 'BTNL8', 'C3', 'CCR6', 'CD27', 'CFB', 'CFHR5', 'CLNK', 'CYBA', 'DDX60', 'DOCK8', 'EIF2AK4', 'EIF2B5', 'FBXO38', 'FCER2', 'FLT3LG', 'HHLA2', 'HLA-DMA', 'HLX', 'IFIH1', 'IFNK', 'IL12RB1', 'IL34', 'IL4R', 'ITGB3', 'LACC1', 'LRCH4', 'LTF', 'MAVS', 'MLH1', 'MMP14', 'NCR3', 'NOD1', 'PANX1', 'PRKDC', 'PTPN22', 'RAG1', 'SELE', 'SELP', 'SIRPG', 'TLR6', 'TNFSF14', 'TRAF3IP3', 'TRIM25', 'TRIM41', 'WNK1', 'ZC3HAV1', 'ZDHHC4', 'ZNF335']
GO:0009756	['AGER']
GO:0042129	['AGER', 'AIF1', 'ANXA1', 'DLG5', 'HHLA2', 'IL12RB1', 'SLC4A2']
GO:1901698	['AGER', 'AKAP7', 'BACE1', 'BLVRA', 'CASP7', 'CASR', 'CD68', 'CDA', 'CYBA', 'DENND4C', 'DERL1', 'EGLN1', 'EHMT2', 'EIF2B5', 'EZR', 'FAT1', 'FUT1', 'GHRHR', 'GPRIN3', 'IFIH1', 'IFNK', 'ITGB3', 'MAVS', 'MTHFR', 'MYC', 'NOD1', 'OPRM1', 'PANX1', 'PARP1', 'PDE3A', 'PRKDC', 'PTPN22', 'RYR3', 'SESN1', 'SLIT2', 'SNCA', 'STAT1', 'TBC1D4', 'TLR6', 'TRIM25', 'TRIM41', 'TSPO', 'VCP', 'VPS13C']
GO:0050776	['AGER', 'ANXA1', 'ATAD5', 'BLVRA', 'BTNL8', 'C3', 'CD300E', 'CFB', 'CFHR5', 'CLNK', 'CYBA', 'DDX60', 'EIF2AK4', 'EIF2B5', 'ELF1', 'ERAP1', 'EZR', 'FBXO38', 'FCER2', 'GP6', 'HFE', 'HHLA2', 'HLA-DMA', 'HLX', 'IFIH1', 'IFNK', 'IL12RB1', 'IL27', 'IL4R', 'LACC1', 'LILRA4', 'LRCH4', 'LTF', 'MAVS', 'MLH1', 'NCR1', 'NCR3', 'NOD1', 'PARP1', 'PARP14', 'PRKDC', 'PTPN22', 'SAMSN1', 'SMPDL3B', 'SPINK5', 'TLR6', 'TRAF3IP3', 'TRIM25', 'TRIM41', 'TTLL12', 'UBASH3A', 'WNK1', 'ZC3HAV1', 'ZDHHC4']
GO:0050921	['AGER', 'AIF1', 'CASR', 'CCR6', 'IL34', 'SLIT2', 'TNFSF14', 'WNK1']
GO:0006259	['AGER', 'ATAD5', 'ATR', 'CCR6', 'CENPF', 'CHAF1A', 'CHD4', 'ERCC2', 'ETAA1', 'EXO1', 'FAN1', 'FOXM1', 'IHO1', 'LONP1', 'MLH1', 'NME8', 'PARP1', 'PARP10', 'POLI', 'PRIM1', 'PRKDC', 'RAG1', 'RFWD3', 'RPA1', 'RTEL1', 'SLF1', 'SMARCAD1', 'SPHK1', 'STN1', 'TAOK3', 'TICRR', 'TOP1MT', 'UBQLN4', 'VCP', 'XRCC4']
GO:0051251	['AGER', 'AIF1', 'ANXA1', 'ATAD5', 'BST1', 'CD27', 'DOCK8', 'FBXO38', 'FLT3LG', 'HHLA2', 'HLA-DMA', 'HLX', 'IL12RB1', 'IL4R', 'MLH1', 'MMP14', 'PRKDC', 'RAG1', 'SIRPG', 'TNFSF14', 'ZNF335']
GO:0009746	['AGER', 'CASR', 'CYBA', 'EIF2B5', 'FUT1', 'GCKR', 'GHRHR', 'SLC12A7']
GO:0009891	['AGER', 'AIF1', 'ANXA1', 'ARHGEF11', 'ATAD5', 'ATP13A2', 'ATR', 'BRD8', 'C3', 'CALCOCO1', 'CAMTA2', 'CASR', 'CHD3', 'CHD4', 'CLNK', 'CTCFL', 'CYBA', 'EGLN1', 'EIF2AK2', 'EIF2AK4', 'EIF2B5', 'ELF1', 'ELOB', 'EZR', 'FAM76B', 'FASTKD3', 'FCER2', 'FGFR4', 'FOXM1', 'GLI1', 'GLIS3', 'HEATR1', 'HFE', 'HHEX', 'HHLA2', 'ID3', 'IFIH1', 'IL12RB1', 'IL27', 'IL34', 'IL4R', 'ITGA8', 'ITGB3', 'KANSL1', 'KLKB1', 'LACC1', 'MAVS', 'MAX', 'MEF2A', 'MITF', 'MLH1', 'MMP14', 'MSANTD1', 'MTF1', 'MUSK', 'MYBL2', 'MYC', 'NCOA3', 'NIBAN1', 'NOD1', 'ODAM', 'OVOL2', 'PADI2', 'PANX1', 'PARP1', 'PASK', 'PHIP', 'PLA2R1', 'PML', 'PPP1R15A', 'PRKDC', 'PTPN22', 'REST', 'SCARB1', 'SEC14L2', 'SIGLEC1', 'SLC25A37', 'SMARCAD1', 'SNCA', 'SPHK1', 'STAT1', 'TBL1XR1', 'TEAD4', 'TET1', 'TET2', 'THRA', 'TLR6', 'TMPRSS6', 'TRAF3IP2', 'TRAF3IP3', 'TRIM25', 'VCP', 'WNK1', 'XAF1', 'ZC3HAV1', 'ZGLP1', 'ZNF335']
GO:0045935	['AGER', 'ARHGEF11', 'ATAD5', 'ATR', 'BRD8', 'CALCOCO1', 'CAMTA2', 'CHD3', 'CHD4', 'CTCFL', 'DCAF12', 'EGLN1', 'ELF1', 'ERCC2', 'FGFR4', 'FOXM1', 'GLI1', 'GLIS3', 'HEATR1', 'HHEX', 'ITGA8', 'KANSL1', 'MAVS', 'MAX', 'MEF2A', 'MITF', 'MLH1', 'MSANTD1', 'MTF1', 'MYBL2', 'MYC', 'NCOA3', 'OVOL2', 'PARP1', 'PHIP', 'PML', 'PRKDC', 'REST', 'RTEL1', 'SEC14L2', 'SLF1', 'SMARCAD1', 'STAT1', 'STN1', 'TBL1XR1', 'TEAD4', 'TET1', 'TET2', 'THRA', 'TMPRSS6', 'TRIM25', 'VCP', 'WNK1', 'ZC3HAV1', 'ZGLP1', 'ZNF335']
GO:0006282	['AGER', 'ATR', 'BRD8', 'FOXM1', 'PARP1', 'PML', 'PRKDC', 'RTEL1', 'SLF1', 'UBQLN4']
GO:0043410	['AGER', 'CASR', 'CD27', 'EIF2AK2', 'FGFR4', 'FLT3', 'ITGB3', 'MST1R', 'NOD1', 'OPRM1', 'PTPN22', 'RELL2', 'SH3RF2', 'SPHK1', 'TAOK3', 'TEK', 'TLR6', 'UNC5CL']
GO:0071677	['AGER', 'AIF1', 'CCR6', 'DOCK8', 'IL34', 'ITGB3', 'MMP14', 'TNFSF14', 'WNK1']
GO:0032655	['AGER']
GO:0051668	['AGER', 'BBS2', 'CDH2', 'CWH43', 'DENND4C', 'EZR', 'GAK', 'GIT1', 'MACF1', 'MUSK', 'NACAD', 'RAPGEF6', 'VPS35L', 'WNK1', 'ZDHHC4', 'ZDHHC6', 'ZFYVE27']
GO:0009743	['AGER', 'CASR', 'CYBA', 'EIF2B5', 'FUT1', 'GCKR', 'GHRHR', 'SLC12A7']
GO:0030335	['AGER', 'AIF1', 'ANXA1', 'CCR6', 'DOCK4', 'DOCK5', 'DOCK8', 'FAT1', 'FUT1', 'HDAC7', 'IL34', 'ITGB3', 'MMP14', 'SCARB1', 'SELE', 'SELP', 'SEMA6A', 'TEK', 'TNFSF14', 'WNK1']
GO:0021782	['AGER', 'EIF2B5']
GO:0051249	['AGER', 'AIF1', 'ANXA1', 'ATAD5', 'BST1', 'CD27', 'CLNK', 'DLG5', 'DOCK8', 'FBXO38', 'FBXO7', 'FLT3LG', 'HFE', 'HHLA2', 'HLA-DMA', 'HLX', 'IL12RB1', 'IL27', 'IL4R', 'MLH1', 'MMP14', 'PRKDC', 'PTPN22', 'RAG1', 'SAMSN1', 'SIRPG', 'SLC4A2', 'SPINK5', 'TNFSF14', 'ZNF335']
GO:0042593	['AGER', 'CASR', 'CYBA', 'FUT1', 'GCKR', 'GHRHR', 'HKDC1', 'SLC12A7']
GO:0051054	['AGER', 'ATAD5', 'ATR', 'BRD8', 'ERCC2', 'FGFR4', 'FOXM1', 'GLI1', 'MLH1', 'MYC', 'PARP1', 'PML', 'PRKDC', 'RTEL1', 'SLF1', 'STN1']
GO:2001141	['AGER', 'ARHGEF11', 'BRD8', 'CALCOCO1', 'CAMTA2', 'CASP7', 'CC2D1A', 'CCAR2', 'CENPF', 'CHD3', 'CHD4', 'CNOT2', 'CTCFL', 'DIDO1', 'DMRT3', 'EGLN1', 'EHMT2', 'EIF2AK2', 'EIF2AK4', 'ELF1', 'ERCC2', 'EZR', 'FOXM1', 'GLI1', 'GLIS3', 'GON4L', 'H1-2', 'HDAC7', 'HEATR1', 'HHEX', 'HIC1', 'HLX', 'HR', 'ID3', 'IFNK', 'ITGA8', 'KANSL1', 'LTF', 'MAF1', 'MAVS', 'MAX', 'MCPH1', 'MEF2A', 'MITF', 'MSANTD1', 'MTF1', 'MYBL2', 'MYC', 'NCOA3', 'NOD1', 'OVOL2', 'PARP1', 'PARP10', 'PARP14', 'PGBD1', 'PHIP', 'PML', 'PRKDC', 'REST', 'SEC14L2', 'SETDB2', 'SMARCAD1', 'SNCA', 'SP110', 'SPHK1', 'STAT1', 'STK36', 'TBL1XR1', 'TEAD4', 'TET1', 'TET2', 'THRA', 'TMPRSS6', 'TRIM25', 'WNK1', 'WWC2', 'ZBTB22', 'ZFPL1', 'ZGLP1', 'ZHX3', 'ZKSCAN7', 'ZNF101', 'ZNF134', 'ZNF169', 'ZNF264', 'ZNF276', 'ZNF320', 'ZNF335', 'ZNF470', 'ZNF587B', 'ZNF592', 'ZNF732', 'ZNF749', 'ZSCAN32']
GO:0050804	['AGER', 'BACE1', 'EIF2AK4', 'GIT1', 'SLC24A1', 'SLC8A2', 'SNCA', 'SORCS2', 'STX1B', 'TMEM25']
GO:0071326	['AGER', 'CASR', 'CYBA', 'FUT1', 'GHRHR', 'SLC12A7']
GO:0016192	['AGER', 'ANXA1', 'BBS2', 'CLEC4F', 'CLNK', 'COG7', 'EIF2AK1', 'EXOC3L4', 'EXPH5', 'EZR', 'FCER2', 'FKBP15', 'GAK', 'GOSR2', 'HFE', 'HTT', 'ITGB3', 'ITSN2', 'KDELR3', 'MACF1', 'MICAL3', 'MST1R', 'MTMR6', 'MYO7A', 'PLA2R1', 'RHOBTB3', 'RIN3', 'SGSM2', 'SIGLEC1', 'SNCA', 'STAB2', 'STON2', 'STX1B', 'SYTL1', 'TBC1D5', 'VCP', 'VLDLR', 'VPS13C', 'VPS35L']
GO:1902107	['AGER', 'ANXA1', 'CD27', 'HLX', 'IL12RB1', 'IL34', 'IL4R', 'MMP14', 'PRKDC', 'RAG1']
GO:0032642	['AGER', 'AIF1', 'EIF2AK2', 'IL4R', 'MAVS']
GO:0071331	['AGER', 'CASR', 'CYBA', 'FUT1', 'GHRHR', 'SLC12A7']
GO:0010182	['AGER']
GO:0033554	['AGER', 'AIF1', 'ATAD5', 'ATP13A2', 'ATR', 'BCL2L10', 'CASR', 'CCAR2', 'CHAF1A', 'CHD4', 'CPEB4', 'CUL1', 'DERL1', 'EGLN1', 'EHMT2', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'EIF2B5', 'ERCC2', 'ETAA1', 'EXO1', 'FAN1', 'FOXM1', 'FUT1', 'GNL1', 'HERPUD2', 'HIC1', 'LONP1', 'LRRC8C', 'MLH1', 'MMP14', 'MYC', 'MYH13', 'NEK11', 'NIBAN1', 'NME8', 'NOD1', 'OPRD1', 'PARP1', 'PARP10', 'PBK', 'PML', 'POLI', 'PPP1R15A', 'PRKDC', 'RFWD3', 'RPA1', 'RTEL1', 'SERPINB6', 'SESN1', 'SLF1', 'SMARCAD1', 'SNCA', 'SPHK1', 'SZT2', 'TAOK3', 'TBL2', 'TET1', 'TICRR', 'TRIM25', 'TSPO', 'UBQLN4', 'VCP', 'VRK2', 'WNK1', 'XRCC4', 'YME1L1']
GO:0002819	['AGER', 'ANXA1', 'ATAD5', 'C3', 'EIF2AK4', 'FBXO38', 'FCER2', 'HFE', 'HLX', 'IL12RB1', 'IL27', 'IL4R', 'MLH1', 'SAMSN1']
GO:1903037	['AGER', 'AIF1', 'ANXA1', 'CD27', 'DLG5', 'DOCK8', 'FBXO38', 'HFE', 'HHLA2', 'HLA-DMA', 'HLX', 'IL12RB1', 'IL4R', 'PTPN22', 'RAG1', 'SELE', 'SELP', 'SIRPG', 'SLC4A2', 'ST3GAL4', 'TNFSF14', 'WNK1']
GO:0051246	['AGER', 'ATP13A2', 'C3', 'CCAR2', 'CNOT2', 'COPS3', 'CPEB4', 'CWH43', 'DERL1', 'DNAAF4', 'EIF2AK1', 'EIF2AK2', 'EIF2AK4', 'EIF2B5', 'ELOB', 'ETAA1', 'EZR', 'FASTKD3', 'FBXO38', 'FECH', 'FGFR4', 'FLT3', 'GEMIN5', 'GSKIP', 'HFE', 'HHEX', 'IL34', 'ITGB3', 'KLHL40', 'KLKB1', 'LTF', 'MMP14', 'MST1R', 'MUSK', 'NIBAN1', 'ODAM', 'PARP10', 'PARP14', 'PASK', 'PBK', 'PELO', 'PHIP', 'PKMYT1', 'PML', 'PPP1R15A', 'PRKDC', 'PTPN22', 'RHOBTB3', 'SAMSN1', 'SH3RF2', 'SLC25A37', 'SLIT2', 'SNCA', 'SPHK1', 'SPINK5', 'SYNPO2', 'TAOK3', 'TF', 'TLR6', 'TRAP1', 'TSPO', 'UBQLN4', 'VCP', 'WNK1']
GO:1901222	['AGER', 'CD27', 'EIF2AK2', 'HDAC7', 'NOD1', 'SPHK1', 'TNFSF14', 'VCP']
GO:0051641	['AGER', 'ATP13A2', 'BBS2', 'CDH2', 'COG7', 'CWH43', 'DENND4C', 'DERL1', 'EXPH5', 'EZR', 'GAK', 'GCKR', 'GIT1', 'HTT', 'IFT140', 'IFT88', 'ITSN2', 'MACF1', 'MUSK', 'MYO7A', 'NACAD', 'NUP153', 'PML', 'RAPGEF6', 'RHOBTB3', 'SGSM2', 'SLC25A32', 'SMG6', 'SORCS2', 'SPAG17', 'STX1B', 'SYTL1', 'TBC1D5', 'TRAF3IP2', 'VCP', 'VPS13C', 'VPS35L', 'VPS8', 'WNK1', 'XPO4', 'ZDHHC4', 'ZDHHC6', 'ZFYVE27']
GO:0090329	['AGER', 'TICRR']
GO:0032944	['AGER', 'AIF1', 'ANXA1', 'ATAD5', 'BST1', 'DLG5', 'FLT3LG', 'HHLA2', 'IL12RB1', 'IL27', 'PTPN22', 'SLC4A2', 'ZNF335']
GO:0099177	['AGER', 'AKAP7', 'BACE1', 'EIF2AK4', 'GIT1', 'SLC24A1', 'SLC8A2', 'SNCA', 'SORCS2', 'STX1B', 'TMEM25']
GO:0010324	['AIF1']
GO:0090068	['AIF1', 'ANXA1', 'ATAD5', 'GLI1', 'NDC80', 'PHIP', 'SLF1', 'SPHK1', 'WNK1']
GO:0065003	['AIF1', 'BRF1', 'CENPF', 'CEP89', 'CHAF1A', 'COA1', 'CYBA', 'DDX28', 'DMAC2', 'DNAAF4', 'DNAH1', 'DNAH5', 'DOCK5', 'ERAP1', 'FASTKD3', 'FECH', 'GAK', 'GEMIN5', 'H1-2', 'H1-6', 'HLA-DMA', 'IFIH1', 'KCNG4', 'LONP1', 'LRRC8C', 'MAVS', 'NAP1L4', 'NDUFAF1', 'NOP2', 'NUP153', 'PADI4', 'PRKDC', 'RSPH9', 'RSRP1', 'RYR3', 'SNCA', 'SNIP1', 'TAF1B', 'TMEM70', 'TRPM1', 'TUBB1', 'YME1L1']
GO:0048660	['AIF1', 'CYBA', 'ITGB3', 'STAT1']
GO:0006979	['AIF1', 'ATP13A2', 'CUL1', 'LONP1', 'NME8', 'PARP1', 'SNCA', 'SPHK1', 'STAT1', 'TET1', 'TRIM25', 'VRK2']
GO:1902808	['AIF1', 'ANXA1']
GO:0030031	['AIF1', 'BBS2', 'CCDC146', 'CCDC42', 'CEP89', 'CFAP61', 'DNAH5', 'EZR', 'FGD4', 'IFT140', 'IFT88', 'KIAA0753', 'NME8', 'PCNT', 'RAPGEF6', 'RSPH9', 'SPAG17', 'STK36', 'TBC1D32']
GO:0031529	['AIF1']
GO:0050922	['AIF1', 'PADI2', 'RIN3', 'SLIT2']
GO:0034097	['AIF1', 'CYBA', 'DOCK8', 'EIF2AK2', 'FLT3', 'HYAL3', 'IL12RB1', 'MTHFR', 'MYBL2', 'MYC', 'MYLK3', 'PADI2', 'PML', 'SELE', 'SNCA', 'SPHK1', 'STAT1', 'TRAF3IP2', 'TRIM25', 'WNK1', 'XAF1']
GO:0061024	['AIF1', 'ANO7', 'ANO9', 'ATG9A', 'ATP10A', 'ATP11A', 'ATP13A2', 'ATR', 'CASP7', 'CLPTM1L', 'DMKN', 'GOSR2', 'LRCH4', 'SAMD9', 'SNCA', 'STX1B', 'VPS8', 'XRCC4']
GO:0007346	['AIF1', 'ANXA1', 'ATAD5', 'ATR', 'CENPF', 'ERCC2', 'ETAA1', 'FBXO7', 'HASPIN', 'MKI67', 'NDC80', 'NEK11', 'NUF2', 'PHIP', 'PKMYT1', 'PML', 'PRKDC', 'RFWD3', 'SPHK1', 'TAOK3', 'TICRR']
GO:0043933	['AIF1', 'BRF1', 'CENPF', 'CEP89', 'CHAF1A', 'COA1', 'CYBA', 'DDX28', 'DLG5', 'DMAC2', 'DNAAF4', 'DNAH1', 'DNAH5', 'DOCK5', 'ELOB', 'ERAP1', 'FASTKD3', 'FECH', 'GAK', 'GEMIN5', 'H1-2', 'H1-6', 'HFE', 'HLA-DMA', 'IFIH1', 'IL2RB', 'KCNG4', 'LONP1', 'LRRC8C', 'MAVS', 'MICAL3', 'MITF', 'MYC', 'NAP1L4', 'NCKAP5', 'NDUFAF1', 'NOP2', 'NUP153', 'PADI4', 'PML', 'PRKDC', 'RSPH9', 'RSRP1', 'RYR3', 'SCARB1', 'SLC7A9', 'SNCA', 'SNIP1', 'TAF1B', 'TMEM70', 'TRPM1', 'TUBB1', 'VCP', 'YME1L1']
GO:0120031	['AIF1', 'BBS2', 'CCDC146', 'CCDC42', 'CEP89', 'CFAP61', 'DNAH5', 'EZR', 'FGD4', 'IFT140', 'IFT88', 'KIAA0753', 'NME8', 'PCNT', 'RAPGEF6', 'RSPH9', 'SPAG17', 'STK36', 'TBC1D32']
GO:0008285	['AIF1', 'DLG5', 'EIF2AK2', 'MYC', 'OVOL2', 'PARP10', 'SLC4A2', 'STAT1', 'TSPO']
GO:0051017	['AIF1']
GO:1901992	['AIF1', 'ANXA1']
GO:0002690	['AIF1', 'CCR6', 'IL34', 'TNFSF14', 'WNK1']
GO:0051726	['AIF1', 'ANXA1', 'ATAD5', 'ATR', 'C10orf90', 'CCAR2', 'CENPF', 'EIF2AK4', 'ERCC2', 'ETAA1', 'FBXO7', 'FOXM1', 'GIT1', 'GLI1', 'HASPIN', 'IHO1', 'MCPH1', 'MKI67', 'MYC', 'NDC80', 'NEK11', 'NUF2', 'PDE3A', 'PHIP', 'PKMYT1', 'PML', 'PRKDC', 'RFWD3', 'SLF1', 'SPHK1', 'TAOK3', 'TELO2', 'TICRR', 'TTLL12', 'WNK1']
GO:2000404	['AIF1', 'DOCK8', 'ITGB3', 'TNFSF14', 'WNK1']
GO:0097435	['AIF1', 'BACE1', 'EZR', 'FAT1', 'IQGAP2', 'KLHL41', 'MEF2A', 'MICAL3', 'MYLK3', 'MYO7A', 'NCKAP5', 'NUP153', 'PALM2AKAP2', 'SNCA', 'TUBB1']
GO:0014910	['AIF1', 'DOCK4', 'DOCK5', 'FAT1', 'ITGB3', 'SLIT2']
GO:0045931	['AIF1', 'ANXA1']
GO:1901652	['AIF1', 'CASR', 'CYBA', 'DOCK8', 'EIF2AK2', 'FLT3', 'HYAL3', 'IL12RB1', 'MTHFR', 'MYBL2', 'MYC', 'MYLK3', 'PADI2', 'PML', 'SELE', 'SELP', 'SNCA', 'SPHK1', 'STAT1', 'TRAF3IP2', 'TRIM25', 'WNK1', 'XAF1']
GO:0099024	['AIF1']
GO:0071345	['AIF1', 'CYBA', 'DOCK8', 'HYAL3', 'IL12RB1', 'MYBL2', 'MYC', 'MYLK3', 'PADI2', 'PML', 'STAT1', 'TRAF3IP2', 'TRIM25', 'WNK1']
GO:0048585	['AIF1', 'ALPK2', 'ANXA1', 'ARHGAP45', 'ATAD5', 'BACE1', 'BBS2', 'CCAR2', 'CDH2', 'CHRD', 'CNOT2', 'CUL1', 'DDIAS', 'DLG5', 'EGLN1', 'ELF1', 'EZR', 'FAM76B', 'FBXO38', 'FBXO7', 'FOXM1', 'GIT1', 'GLI1', 'HDAC7', 'HFE', 'HHEX', 'HIC1', 'HLX', 'HTT', 'IL4R', 'KLKB1', 'LILRA4', 'LONP1', 'LTF', 'MMP14', 'MORN3', 'MYC', 'OVOL2', 'PADI2', 'PARP1', 'PARP14', 'PBK', 'PDE3A', 'PDE4A', 'PDE5A', 'PHIP', 'PPP1R15A', 'PRKDC', 'PTPN22', 'RIN3', 'RNF213', 'RNF43', 'RTEL1', 'SAMSN1', 'SEMA6A', 'SESN1', 'SH3RF2', 'SHARPIN', 'SLIT2', 'SMPDL3B', 'SNCA', 'SNIP1', 'SPINK5', 'STAT1', 'SZT2', 'TAOK3', 'TEK', 'TET1', 'TLR6', 'TMPRSS6', 'TRAF3IP2', 'TRAP1', 'TTLL12', 'UBASH3A', 'UBQLN4', 'VCP', 'WNK1', 'WWC2', 'ZNF592']
GO:0014911	['AIF1', 'DOCK4', 'DOCK5', 'FAT1']
GO:0014912	['AIF1', 'SLIT2']
